# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,0.7025296863093726,4.240419418338837,-179.3364200810736,0,3.0,-2.2014288653601537,0.0,0.0,0.0
 0.07563107340105304,0.6939501728511557,4.240320048935738,-179.3364200810736,0.22689322020315916,3.0000000000000004,-2.2014288653601537,0.0,-34.94659555062969,0.0
 0.10611047804957571,0.685641315499111,4.240378284551689,179.59842849205052,0.31833143414872717,3.0,-2.406270750650077,0.0,-49.41150551407614,0.0
 0.1289234066785131,0.6776014614947931,4.240592858602997,178.47120734330954,0.3867702200355393,2.9999999999999987,-2.63391002890297,0.0,-63.66663223120204,0.0
 0.14767792765111631,0.6698289580797562,4.240962504505969,177.27717015387444,0.4430337829533489,2.999999999999997,-2.8870073517329855,0.0,-78.59756691367801,0.0
 0.1637847960138699,0.662322152495555,4.241485955676911,176.01120948996314,0.49135438804160964,3.0000000000000018,-3.1684679813347403,0.0,-94.67088609045994,0.0
 0.1779745812521609,0.6550793919837441,4.24216194553213,174.66784994802077,0.5339237437564827,3.0,-3.4814268184315393,0.0,-112.23102216942087,0.0
 0.19068585882251518,0.6480990237858776,4.242989207487935,173.2412502732207,0.5720575764675455,3.0,-3.8292129607666148,0.0,-131.5783117335061,0.0
 0.20220775824936826,0.6413793951435103,4.243966474960629,171.7252181986721,0.6066232747481048,3.000000000000007,-4.215285190699564,0.0,-152.9960050547445,0.0
 0.21274382045333945,0.6349188532981965,4.245092481366522,170.11324277245623,0.6382314613600185,3.0000000000000107,-4.643127493053491,0.0,-176.75881045009487,0.0
 0.22244456845463897,0.6287157454914909,4.24636596012192,168.3985500952704,0.667333705363917,2.9999999999999916,-5.116091378996298,0.0,-203.13185548632475,0.0
 0.2314257323190627,0.622768418964948,4.2477856446431295,166.57418961506326,0.6942771969571881,3.0,-5.637169889605216,0.0,-226.04505106522936,0.0
 0.240012650374713,0.6170752209601218,4.249350268346457,164.63315928468083,0.680903602103,-1.5574382761680226,-6.208687504285401,0.0,-241.88000959087438,0.0
 0.24854820708300976,0.6116344987185675,4.2510585646482095,162.5685787462146,0.6552969319781098,-3.0,-6.831892050459087,0.0,-255.88335244803991,0.0
 0.2571250012764201,0.6064445994818389,4.252909266964694,160.37391989474787,0.6295665493978788,-3.000000000000003,-7.506440937367889,0.0,-269.76581732537585,0.0
 0.2657644084402306,0.6015038704914909,4.254901108712217,158.04330315999582,0.6036483279064473,-3.0,-8.229786862360069,0.0,-283.14648453819785,0.0
 0.2744928877184315,0.5968106589890779,4.257032823307087,155.57186493700874,0.5774628900718446,-2.999999999999994,-8.996489855473442,0.0,-296.1797971890111,0.0
 0.28332424272614326,0.5923633122161543,4.259303144165608,152.9561960019205,0.5533535126346711,-2.729974892428233,-9.797514444190103,0.0,-309.2226974010328,0.0
 0.2922542284015986,0.5881601774142748,4.26171080470409,150.1948417436036,0.5315037239198027,-2.446788775364337,-10.619611553365871,0.0,-322.1060036578004,0.0
 0.301276101410734,0.5841996018249935,4.264254538338837,147.28884228312282,0.5119812862599796,-2.163900737691046,-11.444928412112246,0.0,-334.59512987078,0.0
 0.31038133776436,0.5804799326898653,4.266933078486157,144.2422745428772,0.49485098930157806,-1.8813676321076247,-12.251023390234527,0.0,-346.42146162181047,0.0
 0.31955956122859863,0.5769995172504445,4.269745158562357,141.06274095530406,0.48017273642966596,-1.5992477116190715,-13.01146683859432,0.0,-357.2909232926555,0.0
 0.3287985491976145,0.5737567027482854,4.272689511983744,137.76173441356465,0.46799944325542087,-1.3176002842594692,-13.69716167070162,0.0,-366.8976705872852,0.0
 0.33808433417128014,0.5707498364249428,4.275764872166624,134.3548015371523,0.45837486272808786,-1.0364853972634684,-14.278404097669068,0.0,-374.9425916317504,0.0
 0.3474014121502144,0.5679772655219709,4.278969972527305,130.86143217329555,0.451331490584604,-0.7559636357459717,-14.727532230086823,0.0,-381.15520938641265,0.0
 0.3567330585482726,0.5654373372809245,4.282303546482093,127.30462653652374,0.44688872993706896,-0.47609612045089,-15.021816413453037,0.0,-385.3164515012382,0.0
 0.36606173889590665,0.5631283989433579,4.2857643274472945,123.71013252778404,0.4450514952033288,-0.19694476231100613,-15.146096720880184,0.0,-387.27895658852606,0.0
 0.3753695880561361,0.5610487977508254,4.289351048839218,120.10539841692697,0.44580940756953835,0.0814272291226998,-15.094641296927211,0.0,-386.98148614909456,0.0
 0.38463892089019014,0.5591968809448818,4.2930624440741685,116.51833822119416,0.4491366777252397,0.35895465350833966,-14.871823082336807,0.0,-384.4547998716303,0.0
 0.39385273197663945,0.5575709957670815,4.296897246568452,112.9760443238983,0.4549926957386072,0.6355695768475109,-14.491468770679322,0.0,-379.81790281483313,0.0
 0.4029951435336163,0.5561694894589789,4.300854189738379,109.50359273965724,0.463323267366336,0.911200680018774,-13.975039177111634,0.0,-373.2654486615916,0.0
 0.41205176874349025,0.5549907092621285,4.304932007000254,106.12306746733377,0.47406236733370344,1.185772814763185,-13.349047943990968,0.0,-365.048707357506,0.0
 0.42100997018908703,0.5540330024180848,4.309129431770383,102.85288760937051,0.4871342360459702,1.4592068275816676,-12.642237608416206,0.0,-355.4534150908725,0.0
 0.42985900712144776,0.5532947161684023,4.313445197465075,99.70746721149764,0.5024556322831683,1.7314196284081536,-11.882992337630228,0.0,-344.7778554068483,0.0
